Job_ID,Job_Role,Skills,Skill_Count,Experience,Experience_Level,Target_Students,Domain,Source,Companies,Projects,Salary_Range,Salary_Min,Salary_Max,Salary_Avg,Has_Salary_Data,Embedding_Text
381,School Coding Club Intern,"Scratch, Python Basics, Problem Solving",3,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School Coding Club Intern. Skills: Scratch, Python Basics, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
382,School Robotics Club,"Arduino Basics, Sensors, Creativity, Problem Solving",4,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School Robotics Club. Skills: Arduino Basics, Sensors, Creativity, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
383,School Math & Logic,"Puzzles, Problem Solving, Analytical Thinking",3,Entry-level (0-2 years),1.0,School,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: School Math & Logic. Skills: Puzzles, Problem Solving, Analytical Thinking. Experience: Entry-level (0-2 years). Domain: Non-Technical"
384,School Science Fair Intern,"Experimentation, Observation, Reporting, Presentation",4,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Science Fair Intern. Skills: Experimentation, Observation, Reporting, Presentation. Experience: Entry-level (0-2 years). Domain: Research"
385,School Environmental Intern,"Data Collection, Awareness Programs, Teamwork",3,Entry-level (0-2 years),1.0,School,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: School Environmental Intern. Skills: Data Collection, Awareness Programs, Teamwork. Experience: Entry-level (0-2 years). Domain: Non-Technical"
386,School Astronomy Club,"Observation, Telescope Basics, Data Recording",3,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Astronomy Club. Skills: Observation, Telescope Basics, Data Recording. Experience: Entry-level (0-2 years). Domain: Research"
387,School Chemistry Club,"Lab Safety, Simple Experiments, Data Collection",3,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Chemistry Club. Skills: Lab Safety, Simple Experiments, Data Collection. Experience: Entry-level (0-2 years). Domain: Research"
388,School Biology Club,"Plant/Animal Study, Observation, Data Collection",3,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Biology Club. Skills: Plant/Animal Study, Observation, Data Collection. Experience: Entry-level (0-2 years). Domain: Research"
389,School Physics Club,"Simple Experiments, Measurement, Observation",3,Entry-level (0-2 years),1.0,School,Research,XLSX,,,,0,0,0,False,"Job Role: School Physics Club. Skills: Simple Experiments, Measurement, Observation. Experience: Entry-level (0-2 years). Domain: Research"
390,Agriculture Research Intern,"Crop Study, Soil Analysis, Data Collection, Reporting",4,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Agriculture Research Intern. Skills: Crop Study, Soil Analysis, Data Collection, Reporting. Experience: Entry-level (0-2 years). Domain: Agriculture"
391,Farm Management Intern,"Irrigation Basics, Crop Management, Data Logging",3,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Farm Management Intern. Skills: Irrigation Basics, Crop Management, Data Logging. Experience: Entry-level (0-2 years). Domain: Agriculture"
392,Agricultural Tech Intern,"IoT Basics, Sensors, Data Analysis, Reporting",4,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Agricultural Tech Intern. Skills: IoT Basics, Sensors, Data Analysis, Reporting. Experience: Entry-level (0-2 years). Domain: Agriculture"
393,Agri-Business Intern,"Excel, Market Analysis, Reporting, Data Collection",4,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Agri-Business Intern. Skills: Excel, Market Analysis, Reporting, Data Collection. Experience: Entry-level (0-2 years). Domain: Agriculture"
394,Medical Lab Intern,"Lab Testing, Sample Collection, Reporting, Data Entry",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Medical Lab Intern. Skills: Lab Testing, Sample Collection, Reporting, Data Entry. Experience: Entry-level (0-2 years). Domain: Medical"
395,Biomedical Intern,"Lab Techniques, Data Analysis, Reporting, Documentation",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Biomedical Intern. Skills: Lab Techniques, Data Analysis, Reporting, Documentation. Experience: Entry-level (0-2 years). Domain: Medical"
396,Clinical Research Intern,"Research Methods, Data Analysis, Lab Skills, Documentation",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Clinical Research Intern. Skills: Research Methods, Data Analysis, Lab Skills, Documentation. Experience: Entry-level (0-2 years). Domain: Medical"
397,Hospital Admin Intern,"Scheduling, Communication, Record Keeping, Coordination",4,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Hospital Admin Intern. Skills: Scheduling, Communication, Record Keeping, Coordination. Experience: Entry-level (0-2 years). Domain: Non-Technical"
398,Nursing Intern,"Patient Care, Monitoring, Communication, Documentation",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Nursing Intern. Skills: Patient Care, Monitoring, Communication, Documentation. Experience: Entry-level (0-2 years). Domain: Medical"
399,Pharmacy Intern,"Drug Knowledge, Lab Techniques, Reporting, Documentation",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Pharmacy Intern. Skills: Drug Knowledge, Lab Techniques, Reporting, Documentation. Experience: Entry-level (0-2 years). Domain: Medical"
400,Dietician Intern,"Nutrition Knowledge, Data Analysis, Reporting, Communication",4,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Dietician Intern. Skills: Nutrition Knowledge, Data Analysis, Reporting, Communication. Experience: Entry-level (0-2 years). Domain: Medical"
401,School Medical Club Intern,"First Aid, Basic Health Knowledge, Awareness, Reporting",4,Entry-level (0-2 years),1.0,School,Medical,XLSX,,,,0,0,0,False,"Job Role: School Medical Club Intern. Skills: First Aid, Basic Health Knowledge, Awareness, Reporting. Experience: Entry-level (0-2 years). Domain: Medical"
402,School STEM Research,"Coding Basics, Logical Thinking, Problem Solving",3,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School STEM Research. Skills: Coding Basics, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
403,School Mechanical Club,"Model Making, CAD Basics, Creativity, Problem Solving",4,Entry-level (0-2 years),1.0,School,Mechanical,XLSX,,,,0,0,0,False,"Job Role: School Mechanical Club. Skills: Model Making, CAD Basics, Creativity, Problem Solving. Experience: Entry-level (0-2 years). Domain: Mechanical"
404,School Electrical Club,"Circuit Basics, Arduino, Logical Thinking, Problem Solving",4,Entry-level (0-2 years),1.0,School,Electrical,XLSX,,,,0,0,0,False,"Job Role: School Electrical Club. Skills: Circuit Basics, Arduino, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years). Domain: Electrical"
405,School Aerospace Club,"Rocket Basics, Simple Aerodynamics, Observation",3,Entry-level (0-2 years),1.0,School,Aerospace,XLSX,,,,0,0,0,False,"Job Role: School Aerospace Club. Skills: Rocket Basics, Simple Aerodynamics, Observation. Experience: Entry-level (0-2 years). Domain: Aerospace"
406,School Aeronautical Club,"Flight Basics, Model Planes, Creativity, Observation",4,Entry-level (0-2 years),1.0,School,Aeronautical,XLSX,,,,0,0,0,False,"Job Role: School Aeronautical Club. Skills: Flight Basics, Model Planes, Creativity, Observation. Experience: Entry-level (0-2 years). Domain: Aeronautical"
407,School Robotics & Coding,"Arduino Basics, Sensors, Logical Thinking, Problem Solving",4,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School Robotics & Coding. Skills: Arduino Basics, Sensors, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
408,School AI/ML Club,"Python Basics, Logical Thinking, Problem Solving",3,Entry-level (0-2 years),1.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: School AI/ML Club. Skills: Python Basics, Logical Thinking, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
409,Renewable Energy Intern,"Solar, Wind, MATLAB, Data Analysis, Reporting",5,Entry-level (0-2 years),1.0,College,Electrical,XLSX,,,,0,0,0,False,"Job Role: Renewable Energy Intern. Skills: Solar, Wind, MATLAB, Data Analysis, Reporting. Experience: Entry-level (0-2 years). Domain: Electrical"
410,Renewable Energy Research,"Solar, Wind, Energy Modelling, MATLAB, Reporting",5,Entry-level (0-2 years),1.0,College,Electrical,XLSX,,,,0,0,0,False,"Job Role: Renewable Energy Research. Skills: Solar, Wind, Energy Modelling, MATLAB, Reporting. Experience: Entry-level (0-2 years). Domain: Electrical"
411,Robotics Research Intern,"Arduino, Sensors, Python/C++, Data Logging, Problem Solving",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Robotics Research Intern. Skills: Arduino, Sensors, Python/C++, Data Logging, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
412,AI Research Intern,"Python, TensorFlow, Scikit-learn, Data Analysis, Research",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: AI Research Intern. Skills: Python, TensorFlow, Scikit-learn, Data Analysis, Research. Experience: Entry-level (0-2 years). Domain: Technical"
413,Machine Learning Intern,"Python, Data Analysis, Regression, Classification, Algorithms",5,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Machine Learning Intern. Skills: Python, Data Analysis, Regression, Classification, Algorithms. Experience: Entry-level (0-2 years). Domain: Technical"
414,Environmental Data Analyst Intern,"Data Analysis, GIS Basics, Excel, Reporting, Research",5,Entry-level (0-2 years),1.0,College,General,XLSX,,,,0,0,0,False,"Job Role: Environmental Data Analyst Intern. Skills: Data Analysis, GIS Basics, Excel, Reporting, Research. Experience: Entry-level (0-2 years). Domain: General"
415,School Creative Arts Intern,"Drawing, Creativity, Storytelling, Presentation, Teamwork",5,Beginner,0.0,College,General,XLSX,,,,0,0,0,False,"Job Role: School Creative Arts Intern. Skills: Drawing, Creativity, Storytelling, Presentation, Teamwork. Experience: Beginner. Domain: General"
