Job_ID,Job_Role,Skills,Skills_Normalised,Skills_List,Projects,Companies,Domain,Target_Students,Experience_Label,Experience_Level,Salary_Range,Salary_Min,Salary_Max,Salary_Avg,Has_Salary_Data,Skill_Count,Skill_Count_Outlier,Embedding_Text
136,Robotics Intern,"Arduino, Raspberry Pi, Python, C/C++, Sensors, Motors, Circuit Design, Embedded Systems, Robotics Algorithms, Control Systems, Debugging, CAD, Problem Solving",arduino | raspberry pi | python | c/c++ | sensors | motors | circuit design | embedded systems | robotics algorithms | control systems | debugging | cad design | problem solving,"[""arduino"", ""raspberry pi"", ""python"", ""c/c++"", ""sensors"", ""motors"", ""circuit design"", ""embedded systems"", ""robotics algorithms"", ""control systems"", ""debugging"", ""cad design"", ""problem solving""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,13,True,"Job Role: Robotics Intern. Skills: Arduino, Raspberry Pi, Python, C/C++, Sensors, Motors, Circuit Design, Embedded Systems, Robotics Algorithms, Control Systems, Debugging, CAD, Problem Solving. Experience: Entry-level (0-2 years)"
137,Environmental Researcher,"GIS, Data Collection, Soil Testing, Water Quality Analysis, Report Writing, Statistical Analysis, Research Methodology, Fieldwork, Problem Solving",gis | data collection | soil testing | water quality analysis | report writing | statistical analysis | research methodology | fieldwork | problem solving,"[""gis"", ""data collection"", ""soil testing"", ""water quality analysis"", ""report writing"", ""statistical analysis"", ""research methodology"", ""fieldwork"", ""problem solving""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,9,False,"Job Role: Environmental Researcher. Skills: GIS, Data Collection, Soil Testing, Water Quality Analysis, Report Writing, Statistical Analysis, Research Methodology, Fieldwork, Problem Solving. Experience: Entry-level (0-2 years)"
138,Biomedical Intern,"MATLAB, Circuit Design, Bioinstrumentation, Signal Processing, Data Analysis, Lab Safety, Microcontrollers, Biomedical Sensors, Documentation, Problem Solving",matlab | circuit design | bioinstrumentation | signal processing | data analysis | lab safety | microcontrollers | biomedical sensors | documentation | problem solving,"[""matlab"", ""circuit design"", ""bioinstrumentation"", ""signal processing"", ""data analysis"", ""lab safety"", ""microcontrollers"", ""biomedical sensors"", ""documentation"", ""problem solving""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,10,False,"Job Role: Biomedical Intern. Skills: MATLAB, Circuit Design, Bioinstrumentation, Signal Processing, Data Analysis, Lab Safety, Microcontrollers, Biomedical Sensors, Documentation, Problem Solving. Experience: Entry-level (0-2 years)"
139,Pharma Intern,"Lab Techniques, Sample Analysis, Chemical Handling, Documentation, Safety Protocols, Quality Control, Equipment Handling, Problem Solving",lab techniques | sample analysis | chemical handling | documentation | safety protocols | quality control | equipment handling | problem solving,"[""lab techniques"", ""sample analysis"", ""chemical handling"", ""documentation"", ""safety protocols"", ""quality control"", ""equipment handling"", ""problem solving""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Pharma Intern. Skills: Lab Techniques, Sample Analysis, Chemical Handling, Documentation, Safety Protocols, Quality Control, Equipment Handling, Problem Solving. Experience: Entry-level (0-2 years)"
140,Nursing Intern,"Patient Care, Vital Signs Monitoring, Basic Pharmacology, Hygiene, Communication, Record Keeping, Empathy, Basic Clinical Procedures",patient care | vital signs monitoring | basic pharmacology | hygiene | communication | record keeping | empathy | basic clinical procedures,"[""patient care"", ""vital signs monitoring"", ""basic pharmacology"", ""hygiene"", ""communication"", ""record keeping"", ""empathy"", ""basic clinical procedures""]",,,Medical,School,Beginner / Intern,0.0,,0,0,0,False,8,False,"Job Role: Nursing Intern. Skills: Patient Care, Vital Signs Monitoring, Basic Pharmacology, Hygiene, Communication, Record Keeping, Empathy, Basic Clinical Procedures. Experience: Beginner"
141,Lab Assistant,"Observation, Basic Experiment Handling, Recording, Safety Protocols, Equipment Cleaning, Note-taking, Attention to Detail",observation | basic experiment handling | recording | safety protocols | equipment cleaning | note taking | attention to detail,"[""observation"", ""basic experiment handling"", ""recording"", ""safety protocols"", ""equipment cleaning"", ""note taking"", ""attention to detail""]",,,Medical,School,Beginner / Intern,0.0,,0,0,0,False,7,False,"Job Role: Lab Assistant. Skills: Observation, Basic Experiment Handling, Recording, Safety Protocols, Equipment Cleaning, Note-taking, Attention to Detail. Experience: Beginner"
142,Stem Club Intern,"Basic Coding, Science Experiments, Robotics, Logical Thinking, Problem Solving, Creativity, Communication, Teamwork",basic coding | science experiments | robotics | logical thinking | problem solving | creativity | communication | teamwork,"[""basic coding"", ""science experiments"", ""robotics"", ""logical thinking"", ""problem solving"", ""creativity"", ""communication"", ""teamwork""]",,,Technical,School,Beginner / Intern,0.0,,0,0,0,False,8,False,"Job Role: Stem Club Intern. Skills: Basic Coding, Science Experiments, Robotics, Logical Thinking, Problem Solving, Creativity, Communication, Teamwork. Experience: Beginner"
143,Graphic Designer,"Photoshop, Illustrator, Figma, Typography, Color Theory, Branding, Layout Design, UI/UX Basics, Creativity, Attention to Detail",photoshop | illustrator | figma | typography | color theory | branding | layout design | ui/ux basics | creativity | attention to detail,"[""photoshop"", ""illustrator"", ""figma"", ""typography"", ""color theory"", ""branding"", ""layout design"", ""ui/ux basics"", ""creativity"", ""attention to detail""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,10,False,"Job Role: Graphic Designer. Skills: Photoshop, Illustrator, Figma, Typography, Color Theory, Branding, Layout Design, UI/UX Basics, Creativity, Attention to Detail. Experience: Entry-level (0-2 years)"
144,Animation Intern,"Adobe Animate, Blender, Storyboarding, Creativity, 2D/3D Animation, Timing, Character Design, Video Editing, Teamwork",adobe animate | blender | storyboarding | creativity | 2d/3d animation | timing | character design | video editing | teamwork,"[""adobe animate"", ""blender"", ""storyboarding"", ""creativity"", ""2d/3d animation"", ""timing"", ""character design"", ""video editing"", ""teamwork""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,9,False,"Job Role: Animation Intern. Skills: Adobe Animate, Blender, Storyboarding, Creativity, 2D/3D Animation, Timing, Character Design, Video Editing, Teamwork. Experience: Entry-level (0-2 years)"
145,Digital Marketing Intern,"SEO, Google Analytics, Content Creation, Social Media Management, Copywriting, Excel, Email Marketing, Basic Design Tools, Creativity, Communication",seo | google analytics | content creation | social media management | copywriting | excel | email marketing | basic design tools | creativity | communication,"[""seo"", ""google analytics"", ""content creation"", ""social media management"", ""copywriting"", ""excel"", ""email marketing"", ""basic design tools"", ""creativity"", ""communication""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,10,False,"Job Role: Digital Marketing Intern. Skills: SEO, Google Analytics, Content Creation, Social Media Management, Copywriting, Excel, Email Marketing, Basic Design Tools, Creativity, Communication. Experience: Entry-level (0-2 years)"
146,Content Writer,"Creative Writing, Research, Grammar, SEO, Blogging, Proofreading, Communication, Editing, Storytelling, Time Management",creative writing | research | grammar | seo | blogging | proofreading | communication | editing | storytelling | time management,"[""creative writing"", ""research"", ""grammar"", ""seo"", ""blogging"", ""proofreading"", ""communication"", ""editing"", ""storytelling"", ""time management""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,10,False,"Job Role: Content Writer. Skills: Creative Writing, Research, Grammar, SEO, Blogging, Proofreading, Communication, Editing, Storytelling, Time Management. Experience: Entry-level (0-2 years)"
147,Finance Intern,"Accounting, Financial Analysis, Excel, Reporting, Bookkeeping, Data Entry, MS Office, Problem Solving, Communication",accounting | financial analysis | excel | reporting | bookkeeping | data entry | ms office | problem solving | communication,"[""accounting"", ""financial analysis"", ""excel"", ""reporting"", ""bookkeeping"", ""data entry"", ""ms office"", ""problem solving"", ""communication""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,9,False,"Job Role: Finance Intern. Skills: Accounting, Financial Analysis, Excel, Reporting, Bookkeeping, Data Entry, MS Office, Problem Solving, Communication. Experience: Entry-level (0-2 years)"
148,Investment Analyst,"Financial Modeling, Valuation, Excel, Market Research, Accounting, Corporate Finance, PowerPoint, Reporting, Critical Thinking",financial modeling | valuation | excel | market research | accounting | corporate finance | powerpoint | reporting | critical thinking,"[""financial modeling"", ""valuation"", ""excel"", ""market research"", ""accounting"", ""corporate finance"", ""powerpoint"", ""reporting"", ""critical thinking""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,9,False,"Job Role: Investment Analyst. Skills: Financial Modeling, Valuation, Excel, Market Research, Accounting, Corporate Finance, PowerPoint, Reporting, Critical Thinking. Experience: Entry-level (0-2 years)"
149,Hr Intern,"HR Policies, Recruitment Basics, Communication, MS Office, Resume Screening, Employee Engagement, Time Management, Documentation",hr policies | recruitment basics | communication | ms office | resume screening | employee engagement | time management | documentation,"[""hr policies"", ""recruitment basics"", ""communication"", ""ms office"", ""resume screening"", ""employee engagement"", ""time management"", ""documentation""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Hr Intern. Skills: HR Policies, Recruitment Basics, Communication, MS Office, Resume Screening, Employee Engagement, Time Management, Documentation. Experience: Entry-level (0-2 years)"
150,Ai/Ml (School),"Scratch, Python Basics, Logical Thinking, Creativity, Problem Solving, Algorithmic Thinking, Teamwork",scratch | python basics | logical thinking | creativity | problem solving | algorithmic thinking | teamwork,"[""scratch"", ""python basics"", ""logical thinking"", ""creativity"", ""problem solving"", ""algorithmic thinking"", ""teamwork""]",,,Technical,School,Beginner / Intern,0.0,,0,0,0,False,7,False,"Job Role: Ai/Ml (School). Skills: Scratch, Python Basics, Logical Thinking, Creativity, Problem Solving, Algorithmic Thinking, Teamwork. Experience: Beginner"
151,Drone Engineer,"CAD, Arduino, Motors, Sensors, Flight Dynamics, Python, Embedded Systems, Control Systems, Debugging, Teamwork, Problem Solving",cad design | arduino | motors | sensors | flight dynamics | python | embedded systems | control systems | debugging | teamwork | problem solving,"[""cad design"", ""arduino"", ""motors"", ""sensors"", ""flight dynamics"", ""python"", ""embedded systems"", ""control systems"", ""debugging"", ""teamwork"", ""problem solving""]",,,Aerospace,College,Entry-level (0-2 years),1.0,,0,0,0,False,11,False,"Job Role: Drone Engineer. Skills: CAD, Arduino, Motors, Sensors, Flight Dynamics, Python, Embedded Systems, Control Systems, Debugging, Teamwork, Problem Solving. Experience: Entry-level (0-2 years)"
152,Aerodynamics Researcher,"CFD, MATLAB, Aerodynamics Principles, Data Analysis, Simulation, Problem Solving, Report Writing, Experimental Design",cfd | matlab | aerodynamics principles | data analysis | simulation | problem solving | report writing | experimental design,"[""cfd"", ""matlab"", ""aerodynamics principles"", ""data analysis"", ""simulation"", ""problem solving"", ""report writing"", ""experimental design""]",,,Aerospace,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Aerodynamics Researcher. Skills: CFD, MATLAB, Aerodynamics Principles, Data Analysis, Simulation, Problem Solving, Report Writing, Experimental Design. Experience: Entry-level (0-2 years)"
153,Accounting Intern,"MS Excel, Accounting Principles, Financial Reporting, Bookkeeping, Ledger Management, Documentation, Attention to Detail",ms excel | accounting principles | financial reporting | bookkeeping | ledger management | documentation | attention to detail,"[""ms excel"", ""accounting principles"", ""financial reporting"", ""bookkeeping"", ""ledger management"", ""documentation"", ""attention to detail""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Accounting Intern. Skills: MS Excel, Accounting Principles, Financial Reporting, Bookkeeping, Ledger Management, Documentation, Attention to Detail. Experience: Entry-level (0-2 years)"
154,Ux Researcher,"Figma, Wireframing, Prototyping, Usability Testing, Research Methods, User Interviews, Communication, Analysis, Reporting",figma | wireframing | prototyping | usability testing | research methods | user interviews | communication | analysis | reporting,"[""figma"", ""wireframing"", ""prototyping"", ""usability testing"", ""research methods"", ""user interviews"", ""communication"", ""analysis"", ""reporting""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,9,False,"Job Role: Ux Researcher. Skills: Figma, Wireframing, Prototyping, Usability Testing, Research Methods, User Interviews, Communication, Analysis, Reporting. Experience: Entry-level (0-2 years)"
155,Fullstack Developer,"HTML, CSS, JavaScript, React, Node.js, SQL, REST APIs, Git, Testing, Debugging, Problem Solving, Agile Basics",html | css | javascript | react | node.js | sql | rest apis | git | testing | debugging | problem solving | agile basics,"[""html"", ""css"", ""javascript"", ""react"", ""node.js"", ""sql"", ""rest apis"", ""git"", ""testing"", ""debugging"", ""problem solving"", ""agile basics""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,12,True,"Job Role: Fullstack Developer. Skills: HTML, CSS, JavaScript, React, Node.js, SQL, REST APIs, Git, Testing, Debugging, Problem Solving, Agile Basics. Experience: Entry-level (0-2 years)"
156,Mechanical Designer,"AutoCAD, SolidWorks, CAD Modelling, Material Knowledge, Manufacturing Basics, Problem Solving, MATLAB, Teamwork",autocad | solidworks | cad modelling | material knowledge | manufacturing basics | problem solving | matlab | teamwork,"[""autocad"", ""solidworks"", ""cad modelling"", ""material knowledge"", ""manufacturing basics"", ""problem solving"", ""matlab"", ""teamwork""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Mechanical Designer. Skills: AutoCAD, SolidWorks, CAD Modelling, Material Knowledge, Manufacturing Basics, Problem Solving, MATLAB, Teamwork. Experience: Entry-level (0-2 years)"
